return_id,order_id,customer_id,order_timestamp,delivery_timestamp,request_timestamp,order_amount,item_count,product_category,discount_amount,payment_method,delivery_region,fulfillment_method,return_reason,item_condition_declared,refund_amount_requested,return_method,customer_account_age_days,customer_order_count_lifetime,customer_return_count_lifetime,historical_return_rate,historical_refund_amount,customer_dispute_count,orders_last_7d,orders_last_30d,orders_last_90d,returns_last_7d,returns_last_30d,returns_last_90d,customer_avg_order_value,return_abuse,dataset_type
RET_002746,ORD_002746,CUST_00439,2025-01-01T02:49:00,2025-01-03T02:49:00,2025-01-05T02:49:00,107.57,2,APPAREL,25.0,CREDIT_CARD,US_CENTRAL,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,53.78,MAIL_IN,1103,16,2,0.125,173.57,0,0,1,3,0,0,0,96.43,0,SYNTHETIC
RET_003697,ORD_003697,CUST_01435,2025-01-02T07:27:00,2025-01-04T07:27:00,2025-01-05T07:27:00,193.79,1,HOME_GARDEN,15.0,CREDIT_CARD,US_WEST,EXPRESS_AIR,CHANGED_MIND,UNOPENED,63.95,MAIL_IN,368,7,1,0.1429,206.62,0,1,3,6,0,0,0,229.58,0,SYNTHETIC
RET_000814,ORD_000814,CUST_01437,2025-01-02T07:28:00,2025-01-04T07:28:00,2025-01-05T07:28:00,75.57,3,BEAUTY,20.0,CREDIT_CARD,US_WEST,STANDARD_GROUND,DEFECTIVE,OPENED_UNUSED,75.57,MAIL_IN,488,33,11,0.3333,947.23,0,3,2,11,0,2,4,95.68,0,SYNTHETIC
RET_001645,ORD_001645,CUST_00002,2025-01-01T10:03:00,2025-01-04T10:03:00,2025-01-05T10:03:00,46.51,2,BEAUTY,30.0,CREDIT_CARD,US_EAST,EXPRESS_AIR,CHANGED_MIND,OPENED_UNUSED,23.26,MAIL_IN,627,29,1,0.0345,32.08,0,2,4,8,2,2,1,35.64,0,SYNTHETIC
RET_003555,ORD_003555,CUST_00421,2025-01-01T10:51:00,2025-01-03T10:51:00,2025-01-05T10:51:00,193.48,2,APPAREL,20.0,BUY_NOW_PAY_LATER,US_SOUTH,EXPRESS_AIR,ARRIVED_LATE,OPENED_UNUSED,63.85,MAIL_IN,484,29,9,0.3103,1133.92,0,6,4,15,2,2,3,139.99,0,SYNTHETIC
RET_004262,ORD_004262,CUST_00474,2025-01-01T11:30:00,2025-01-04T11:30:00,2025-01-05T11:30:00,186.69,3,HOME_GARDEN,0.0,CREDIT_CARD,US_SOUTH,STANDARD_GROUND,ARRIVED_LATE,UNOPENED,61.61,MAIL_IN,661,16,1,0.0625,153.41,0,0,4,5,0,0,0,170.46,0,SYNTHETIC
RET_004001,ORD_004001,CUST_01357,2025-01-01T14:27:00,2025-01-03T14:27:00,2025-01-05T14:27:00,63.8,1,APPAREL,0.0,CREDIT_CARD,US_EAST,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,31.9,MAIL_IN,748,8,0,0.0,0.0,0,1,1,3,0,0,0,61.25,0,SYNTHETIC
RET_002905,ORD_002905,CUST_01364,2025-01-01T15:24:00,2025-01-03T15:24:00,2025-01-05T15:24:00,179.93,3,APPAREL,10.0,CREDIT_CARD,US_EAST,EXPRESS_AIR,WRONG_SIZE,UNOPENED,179.93,IN_STORE_DROP,633,27,4,0.1481,456.59,0,1,8,14,0,2,5,126.83,0,SYNTHETIC
RET_001827,ORD_001827,CUST_00960,2025-01-02T15:49:00,2025-01-04T15:49:00,2025-01-05T15:49:00,124.1,1,HOME_GARDEN,25.0,CREDIT_CARD,US_EAST,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,62.05,MAIL_IN,950,14,1,0.0714,107.42,0,0,0,2,1,0,0,119.36,0,SYNTHETIC
RET_002598,ORD_002598,CUST_01007,2025-01-01T17:50:00,2025-01-02T17:50:00,2025-01-05T17:50:00,313.73,3,ELECTRONICS,0.0,CREDIT_CARD,US_SOUTH,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,156.86,IN_STORE_DROP,688,31,7,0.2258,2008.76,0,3,5,18,2,2,3,318.85,0,SYNTHETIC
RET_002068,ORD_002068,CUST_00116,2025-01-01T21:14:00,2025-01-03T21:14:00,2025-01-05T21:14:00,191.88,3,APPAREL,10.0,BUY_NOW_PAY_LATER,US_SOUTH,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,95.94,IN_STORE_DROP,197,35,10,0.2857,2164.95,0,1,6,14,0,2,8,240.55,0,SYNTHETIC
RET_000567,ORD_000567,CUST_01344,2025-01-02T23:37:00,2025-01-04T23:37:00,2025-01-05T23:37:00,132.44,2,APPAREL,10.0,CREDIT_CARD,US_EAST,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,132.44,MAIL_IN,458,26,7,0.2692,737.6,0,2,5,14,0,0,5,117.08,0,SYNTHETIC
RET_002842,ORD_002842,CUST_00757,2025-01-03T01:09:00,2025-01-05T01:09:00,2025-01-06T01:09:00,146.1,1,APPAREL,5.0,CREDIT_CARD,US_SOUTH,SAME_DAY,CHANGED_MIND,UNOPENED,146.1,MAIL_IN,812,13,0,0.0,0.0,0,0,0,5,0,0,3,146.42,0,SYNTHETIC
RET_001239,ORD_001239,CUST_00592,2025-01-03T02:02:00,2025-01-05T02:02:00,2025-01-06T02:02:00,29.36,2,BEAUTY,0.0,CREDIT_CARD,US_SOUTH,STANDARD_GROUND,CHANGED_MIND,OPENED_UNUSED,29.36,MAIL_IN,457,20,3,0.15,74.25,0,1,2,7,0,0,0,27.5,0,SYNTHETIC
RET_001077,ORD_001077,CUST_01347,2025-01-01T04:28:00,2025-01-03T04:28:00,2025-01-06T04:28:00,142.15,1,APPAREL,10.0,DEBIT_CARD,US_SOUTH,EXPRESS_AIR,WRONG_SIZE,UNOPENED,46.91,IN_STORE_DROP,1012,12,0,0.0,0.0,0,1,2,4,0,0,0,127.24,0,SYNTHETIC
RET_002987,ORD_002987,CUST_00360,2025-01-04T07:51:00,2025-01-05T07:51:00,2025-01-06T07:51:00,44.95,2,BEAUTY,5.0,CREDIT_CARD,US_EAST,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,22.48,IN_STORE_DROP,682,14,1,0.0714,35.24,0,0,2,4,0,0,1,39.16,0,SYNTHETIC
RET_000102,ORD_000102,CUST_00118,2025-01-02T11:59:00,2025-01-04T11:59:00,2025-01-06T11:59:00,207.85,2,APPAREL,0.0,BUY_NOW_PAY_LATER,US_CENTRAL,SAME_DAY,DEFECTIVE,WORN_OR_USED,103.92,MAIL_IN,254,3,2,0.6667,243.18,0,1,2,4,2,2,3,135.1,1,SYNTHETIC
RET_003045,ORD_003045,CUST_01037,2025-01-01T12:17:00,2025-01-04T12:17:00,2025-01-06T12:17:00,150.73,2,APPAREL,20.0,CREDIT_CARD,US_CENTRAL,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,49.74,MAIL_IN,566,32,12,0.375,1390.18,0,2,6,11,1,4,4,128.72,0,SYNTHETIC
RET_001248,ORD_001248,CUST_00033,2025-01-02T15:30:00,2025-01-04T15:30:00,2025-01-06T15:30:00,688.13,1,ELECTRONICS,5.0,CREDIT_CARD,US_SOUTH,STANDARD_GROUND,DEFECTIVE,UNOPENED,344.06,IN_STORE_DROP,177,6,3,0.5,1207.66,0,0,2,3,0,2,2,447.28,0,SYNTHETIC
RET_002791,ORD_002791,CUST_01618,2025-01-02T15:55:00,2025-01-03T15:55:00,2025-01-06T15:55:00,104.99,3,APPAREL,0.0,DEBIT_CARD,US_WEST,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,34.65,LOCKER_DROP,284,14,1,0.0714,81.46,0,0,1,4,0,0,0,90.51,0,SYNTHETIC
RET_003526,ORD_003526,CUST_01486,2025-01-02T16:27:00,2025-01-03T16:27:00,2025-01-06T16:27:00,32.66,1,BEAUTY,25.0,STORE_CREDIT,US_EAST,STANDARD_GROUND,NOT_AS_DESCRIBED,OPENED_UNUSED,32.66,LOCKER_DROP,659,11,1,0.0909,27.5,0,0,2,5,0,0,0,30.56,0,SYNTHETIC
RET_004778,ORD_004778,CUST_01423,2025-01-02T17:00:00,2025-01-04T17:00:00,2025-01-06T17:00:00,32.37,1,BEAUTY,15.0,DEBIT_CARD,US_WEST,SAME_DAY,WRONG_SIZE,UNOPENED,16.18,MAIL_IN,537,10,0,0.0,0.0,0,0,2,9,0,0,1,37.76,0,SYNTHETIC
RET_003112,ORD_003112,CUST_00583,2025-01-02T18:47:00,2025-01-04T18:47:00,2025-01-06T18:47:00,96.41,2,HOME_GARDEN,0.0,CREDIT_CARD,US_SOUTH,STANDARD_GROUND,ARRIVED_LATE,UNOPENED,96.41,MAIL_IN,755,10,0,0.0,0.0,0,2,2,5,0,0,1,109.61,0,SYNTHETIC
RET_000547,ORD_000547,CUST_00615,2025-01-02T23:45:00,2025-01-04T23:45:00,2025-01-06T23:45:00,235.89,2,ELECTRONICS,0.0,STORE_CREDIT,US_CENTRAL,SAME_DAY,NOT_AS_DESCRIBED,UNOPENED,235.89,LOCKER_DROP,114,8,4,0.5,551.99,0,2,2,5,2,1,4,153.33,0,SYNTHETIC
RET_004291,ORD_004291,CUST_00207,2025-01-04T00:48:00,2025-01-06T00:48:00,2025-01-07T00:48:00,145.65,2,APPAREL,30.0,CREDIT_CARD,US_WEST,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,72.82,MAIL_IN,372,39,17,0.4359,2848.1,0,1,3,11,0,0,5,186.15,0,SYNTHETIC
RET_003898,ORD_003898,CUST_01375,2025-01-05T01:00:00,2025-01-06T01:00:00,2025-01-07T01:00:00,70.31,1,BEAUTY,0.0,BUY_NOW_PAY_LATER,US_WEST,SAME_DAY,NOT_AS_DESCRIBED,OPENED_UNUSED,23.2,MAIL_IN,232,2,1,0.5,41.13,0,1,1,5,2,0,2,45.7,0,SYNTHETIC
RET_002380,ORD_002380,CUST_00463,2025-01-01T04:17:00,2025-01-04T04:17:00,2025-01-07T04:17:00,32.64,1,BEAUTY,0.0,CREDIT_CARD,US_EAST,SAME_DAY,CHANGED_MIND,OPENED_UNUSED,10.77,MAIL_IN,633,14,1,0.0714,34.16,0,0,1,5,0,0,0,37.95,0,SYNTHETIC
RET_004077,ORD_004077,CUST_00029,2025-01-02T06:33:00,2025-01-05T06:33:00,2025-01-07T06:33:00,56.09,2,HOME_GARDEN,10.0,DEBIT_CARD,US_CENTRAL,STANDARD_GROUND,WRONG_SIZE,WORN_OR_USED,28.04,MAIL_IN,1191,12,0,0.0,0.0,0,0,3,7,0,1,0,50.87,0,SYNTHETIC
RET_000341,ORD_000341,CUST_00389,2025-01-03T06:38:00,2025-01-05T06:38:00,2025-01-07T06:38:00,85.95,3,APPAREL,0.0,CREDIT_CARD,US_SOUTH,EXPRESS_AIR,WRONG_SIZE,UNOPENED,42.98,MAIL_IN,419,29,14,0.4828,1251.18,0,2,3,10,1,2,4,99.3,0,SYNTHETIC
RET_001332,ORD_001332,CUST_01280,2025-01-02T08:36:00,2025-01-04T08:36:00,2025-01-07T08:36:00,40.18,1,BEAUTY,5.0,CREDIT_CARD,US_SOUTH,SAME_DAY,WRONG_SIZE,UNOPENED,13.26,MAIL_IN,191,17,0,0.0,0.0,0,0,1,5,0,0,1,46.65,0,SYNTHETIC
RET_003353,ORD_003353,CUST_01083,2025-01-01T09:27:00,2025-01-06T09:27:00,2025-01-07T09:27:00,119.36,1,APPAREL,0.0,STORE_CREDIT,US_CENTRAL,STANDARD_GROUND,WRONG_SIZE,UNOPENED,119.36,MAIL_IN,215,2,1,0.5,69.82,0,2,1,3,3,0,3,77.58,0,SYNTHETIC
RET_000127,ORD_000127,CUST_00191,2025-01-02T12:02:00,2025-01-05T12:02:00,2025-01-07T12:02:00,399.88,1,LUXURY_GOODS,5.0,BUY_NOW_PAY_LATER,US_SOUTH,SAME_DAY,NOT_AS_DESCRIBED,UNOPENED,199.94,LOCKER_DROP,139,8,4,0.5,935.71,0,2,1,5,2,0,3,259.92,1,SYNTHETIC
RET_003436,ORD_003436,CUST_01038,2025-01-03T13:01:00,2025-01-04T13:01:00,2025-01-07T13:01:00,59.46,1,BEAUTY,5.0,CREDIT_CARD,US_SOUTH,SAME_DAY,WRONG_SIZE,UNOPENED,29.73,MAIL_IN,971,15,1,0.0667,47.3,0,1,1,4,0,0,1,52.56,0,SYNTHETIC
RET_000745,ORD_000745,CUST_01509,2025-01-01T13:24:00,2025-01-03T13:24:00,2025-01-07T13:24:00,412.44,3,ELECTRONICS,30.0,BUY_NOW_PAY_LATER,US_EAST,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,206.22,MAIL_IN,537,33,11,0.3333,4045.63,0,3,4,15,1,2,1,408.65,0,SYNTHETIC
RET_004787,ORD_004787,CUST_01389,2025-01-02T16:30:00,2025-01-05T16:30:00,2025-01-07T16:30:00,46.35,3,APPAREL,15.0,DEBIT_CARD,US_EAST,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,23.18,MAIL_IN,795,11,0,0.0,0.0,0,0,1,3,0,0,0,38.1,0,SYNTHETIC
RET_000798,ORD_000798,CUST_01269,2025-01-02T18:28:00,2025-01-05T18:28:00,2025-01-07T18:28:00,114.39,1,APPAREL,25.0,CREDIT_CARD,US_CENTRAL,SAME_DAY,DEFECTIVE,UNOPENED,37.75,MAIL_IN,764,13,0,0.0,0.0,0,0,0,2,0,0,0,125.44,0,SYNTHETIC
RET_002075,ORD_002075,CUST_01027,2025-01-02T20:26:00,2025-01-05T20:26:00,2025-01-07T20:26:00,69.99,3,APPAREL,0.0,CREDIT_CARD,US_WEST,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,34.99,IN_STORE_DROP,578,27,8,0.2963,490.9,0,3,4,8,1,1,5,68.18,0,SYNTHETIC
RET_004985,ORD_004985,CUST_00443,2025-01-02T23:14:00,2025-01-05T23:14:00,2025-01-07T23:14:00,85.11,1,APPAREL,10.0,STORE_CREDIT,US_WEST,EXPRESS_AIR,NOT_AS_DESCRIBED,OPENED_UNUSED,85.11,MAIL_IN,118,10,0,0.0,0.0,0,0,1,3,0,0,0,73.62,0,SYNTHETIC
RET_002279,ORD_002279,CUST_01309,2025-01-04T00:54:00,2025-01-06T00:54:00,2025-01-08T00:54:00,79.42,2,APPAREL,10.0,CREDIT_CARD,US_WEST,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,79.42,MAIL_IN,257,35,13,0.3714,986.19,0,2,5,16,0,2,5,84.29,0,SYNTHETIC
RET_000684,ORD_000684,CUST_00270,2025-01-02T04:53:00,2025-01-04T04:53:00,2025-01-08T04:53:00,603.34,3,ELECTRONICS,0.0,DEBIT_CARD,US_WEST,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,301.67,MAIL_IN,370,32,12,0.375,8103.56,0,5,5,13,1,3,5,750.33,0,SYNTHETIC
RET_002451,ORD_002451,CUST_00670,2025-01-03T05:21:00,2025-01-06T05:21:00,2025-01-08T05:21:00,58.88,1,APPAREL,10.0,CREDIT_CARD,US_WEST,EXPRESS_AIR,CHANGED_MIND,UNOPENED,29.44,MAIL_IN,380,12,2,0.1667,102.37,0,1,1,4,0,0,0,56.87,0,SYNTHETIC
RET_001496,ORD_001496,CUST_01574,2025-01-01T07:03:00,2025-01-04T07:03:00,2025-01-08T07:03:00,72.53,1,BEAUTY,5.0,CREDIT_CARD,US_EAST,EXPRESS_AIR,CHANGED_MIND,OPENED_UNUSED,36.26,MAIL_IN,284,7,2,0.2857,134.23,0,0,1,4,0,0,0,74.57,0,SYNTHETIC
RET_004944,ORD_004944,CUST_00223,2025-01-02T09:22:00,2025-01-07T09:22:00,2025-01-08T09:22:00,56.14,1,BEAUTY,25.0,DEBIT_CARD,US_SOUTH,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,56.14,IN_STORE_DROP,387,7,1,0.1429,44.43,0,0,1,6,0,0,0,49.37,0,SYNTHETIC
RET_004814,ORD_004814,CUST_00334,2025-01-04T13:44:00,2025-01-07T13:44:00,2025-01-08T13:44:00,54.75,2,BEAUTY,25.0,DEBIT_CARD,US_WEST,SAME_DAY,WRONG_SIZE,UNOPENED,18.07,MAIL_IN,779,14,0,0.0,0.0,0,0,1,1,0,0,0,56.13,0,SYNTHETIC
RET_002636,ORD_002636,CUST_00270,2025-01-02T14:05:00,2025-01-07T14:05:00,2025-01-08T14:05:00,224.27,3,APPAREL,0.0,CREDIT_CARD,US_EAST,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,112.14,MAIL_IN,133,33,12,0.3636,3082.43,0,1,3,9,0,2,3,285.41,0,SYNTHETIC
RET_001202,ORD_001202,CUST_00343,2025-01-04T15:17:00,2025-01-06T15:17:00,2025-01-08T15:17:00,114.6,1,APPAREL,10.0,CREDIT_CARD,US_EAST,EXPRESS_AIR,DEFECTIVE,UNOPENED,114.6,MAIL_IN,1003,12,0,0.0,0.0,0,1,3,6,0,1,0,98.81,0,SYNTHETIC
RET_001952,ORD_001952,CUST_00745,2025-01-04T15:35:00,2025-01-06T15:35:00,2025-01-08T15:35:00,126.89,1,APPAREL,0.0,DEBIT_CARD,US_CENTRAL,STANDARD_GROUND,WRONG_SIZE,UNOPENED,63.44,MAIL_IN,46,2,1,0.5,74.23,1,1,6,9,2,3,8,82.48,0,SYNTHETIC
RET_002537,ORD_002537,CUST_00256,2025-01-04T15:54:00,2025-01-07T15:54:00,2025-01-08T15:54:00,259.94,1,APPAREL,5.0,BUY_NOW_PAY_LATER,US_EAST,SAME_DAY,DEFECTIVE,UNOPENED,259.94,MAIL_IN,10,5,1,0.2,152.06,0,0,6,8,1,2,3,168.96,0,SYNTHETIC
RET_002655,ORD_002655,CUST_00424,2025-01-01T18:38:00,2025-01-03T18:38:00,2025-01-08T18:38:00,77.77,2,APPAREL,25.0,CREDIT_CARD,US_SOUTH,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,77.77,MAIL_IN,1117,11,0,0.0,0.0,0,0,1,4,0,0,0,64.28,0,SYNTHETIC
RET_002691,ORD_002691,CUST_00637,2025-01-02T19:00:00,2025-01-05T19:00:00,2025-01-08T19:00:00,117.87,1,APPAREL,0.0,DEBIT_CARD,US_EAST,EXPRESS_AIR,NOT_AS_DESCRIBED,UNOPENED,58.94,MAIL_IN,321,15,3,0.2,330.13,0,0,1,3,0,0,0,122.27,0,SYNTHETIC
RET_000397,ORD_000397,CUST_01166,2025-01-03T19:38:00,2025-01-05T19:38:00,2025-01-08T19:38:00,239.21,3,HOME_GARDEN,20.0,DEBIT_CARD,US_SOUTH,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,119.6,MAIL_IN,653,31,9,0.2903,1983.77,0,4,5,13,1,4,5,244.91,0,SYNTHETIC
RET_000788,ORD_000788,CUST_00935,2025-01-03T02:09:00,2025-01-06T02:09:00,2025-01-09T02:09:00,89.02,1,APPAREL,0.0,CREDIT_CARD,US_SOUTH,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,89.02,IN_STORE_DROP,695,16,2,0.125,141.77,0,0,3,6,0,0,0,78.76,0,SYNTHETIC
RET_003452,ORD_003452,CUST_00240,2025-01-05T03:54:00,2025-01-07T03:54:00,2025-01-09T03:54:00,2003.87,1,LUXURY_GOODS,0.0,BUY_NOW_PAY_LATER,US_CENTRAL,STANDARD_GROUND,CHANGED_MIND,UNOPENED,1001.94,IN_STORE_DROP,270,5,3,0.6,3516.8,0,0,3,6,1,1,2,1302.52,1,SYNTHETIC
RET_001694,ORD_001694,CUST_00635,2025-01-04T11:16:00,2025-01-07T11:16:00,2025-01-09T11:16:00,274.66,2,ELECTRONICS,10.0,DEBIT_CARD,US_CENTRAL,EXPRESS_AIR,WRONG_SIZE,OPENED_UNUSED,137.33,MAIL_IN,718,15,0,0.0,0.0,0,0,1,4,0,0,0,326.02,0,SYNTHETIC
RET_000356,ORD_000356,CUST_00271,2025-01-05T12:29:00,2025-01-07T12:29:00,2025-01-09T12:29:00,143.49,2,APPAREL,20.0,CREDIT_CARD,US_CENTRAL,SAME_DAY,WRONG_SIZE,WORN_OR_USED,47.35,MAIL_IN,790,26,8,0.3077,1301.4,0,1,6,11,0,0,5,180.75,0,SYNTHETIC
RET_001805,ORD_001805,CUST_01034,2025-01-06T12:42:00,2025-01-08T12:42:00,2025-01-09T12:42:00,50.16,3,BEAUTY,0.0,DEBIT_CARD,US_WEST,SAME_DAY,CHANGED_MIND,OPENED_UNUSED,50.16,MAIL_IN,704,9,1,0.1111,42.12,0,1,0,6,0,0,1,46.8,0,SYNTHETIC
RET_000474,ORD_000474,CUST_00309,2025-01-01T12:55:00,2025-01-03T12:55:00,2025-01-09T12:55:00,65.97,1,BEAUTY,25.0,CREDIT_CARD,US_CENTRAL,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,21.77,MAIL_IN,805,9,0,0.0,0.0,0,0,2,3,0,0,1,61.08,0,SYNTHETIC
RET_000150,ORD_000150,CUST_00243,2025-01-03T13:58:00,2025-01-05T13:58:00,2025-01-09T13:58:00,162.52,1,HOME_GARDEN,15.0,CREDIT_CARD,US_EAST,STANDARD_GROUND,WRONG_SIZE,UNOPENED,162.52,IN_STORE_DROP,1164,13,1,0.0769,118.33,0,0,1,3,0,0,0,131.48,0,SYNTHETIC
RET_003515,ORD_003515,CUST_01041,2025-01-05T15:02:00,2025-01-08T15:02:00,2025-01-09T15:02:00,124.18,2,APPAREL,20.0,CREDIT_CARD,US_SOUTH,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,40.98,MAIL_IN,332,28,8,0.2857,770.54,0,2,6,14,2,1,6,107.02,0,SYNTHETIC
RET_003276,ORD_003276,CUST_00284,2025-01-05T15:10:00,2025-01-07T15:10:00,2025-01-09T15:10:00,141.27,1,ELECTRONICS,10.0,CREDIT_CARD,US_CENTRAL,STANDARD_GROUND,CHANGED_MIND,UNOPENED,141.27,IN_STORE_DROP,323,18,2,0.1111,244.19,0,0,1,4,0,0,1,135.66,0,SYNTHETIC
RET_000233,ORD_000233,CUST_01262,2025-01-06T15:58:00,2025-01-08T15:58:00,2025-01-09T15:58:00,68.79,3,APPAREL,25.0,CREDIT_CARD,US_WEST,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,68.79,MAIL_IN,723,18,2,0.1111,124.45,0,0,0,4,0,0,1,69.14,0,SYNTHETIC
RET_001852,ORD_001852,CUST_00004,2025-01-05T16:24:00,2025-01-07T16:24:00,2025-01-09T16:24:00,118.88,1,APPAREL,25.0,STORE_CREDIT,US_SOUTH,SAME_DAY,WRONG_SIZE,UNOPENED,39.23,MAIL_IN,128,17,3,0.1765,378.84,0,0,1,6,0,1,0,140.31,0,SYNTHETIC
RET_000792,ORD_000792,CUST_01276,2025-01-04T16:36:00,2025-01-07T16:36:00,2025-01-09T16:36:00,45.27,1,HOME_GARDEN,0.0,DEBIT_CARD,US_WEST,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,45.27,IN_STORE_DROP,341,12,0,0.0,0.0,0,0,1,3,0,0,0,53.3,0,SYNTHETIC
RET_002274,ORD_002274,CUST_00839,2025-01-04T18:24:00,2025-01-06T18:24:00,2025-01-09T18:24:00,100.25,1,APPAREL,15.0,BUY_NOW_PAY_LATER,US_CENTRAL,STANDARD_GROUND,WRONG_SIZE,OPENED_UNUSED,50.12,IN_STORE_DROP,752,15,0,0.0,0.0,0,0,2,4,0,1,0,80.53,0,SYNTHETIC
RET_001368,ORD_001368,CUST_00486,2025-01-02T19:55:00,2025-01-04T19:55:00,2025-01-09T19:55:00,162.4,2,HOME_GARDEN,0.0,CREDIT_CARD,US_SOUTH,SAME_DAY,WRONG_SIZE,OPENED_UNUSED,162.4,MAIL_IN,450,16,2,0.125,248.2,0,0,0,3,0,0,0,137.89,0,SYNTHETIC
